"scenario" "n" "p" "s0" "SNR" "corDesign" "rho" "pB" "s0B"
1551 300 2000 40 1 "Pairwise" 0.7 10 1
1552 300 2000 40 1 "Pairwise" 0.7 10 2
1553 300 2000 40 1 "Pairwise" 0.7 10 5
1554 300 2000 40 1 "Pairwise" 0.9 100 2
1555 300 2000 40 1 "Pairwise" 0.9 100 5
1556 300 2000 40 1 "Pairwise" 0.9 10 1
1557 300 2000 40 1 "Pairwise" 0.9 10 2
1558 300 2000 40 1 "Pairwise" 0.9 10 5
1559 300 2000 40 1 "Toeplitz" 0.7 100 2
1560 300 2000 40 2 "Independence" 0 0 0
1561 300 2000 40 2 "Pairwise" 0.5 100 2
1562 300 2000 40 2 "Pairwise" 0.5 100 5
1563 300 2000 40 2 "Pairwise" 0.5 10 1
1564 300 2000 40 2 "Pairwise" 0.5 10 2
1565 300 2000 40 2 "Pairwise" 0.5 10 5
1566 300 2000 40 2 "Pairwise" 0.7 100 2
1567 300 2000 40 2 "Pairwise" 0.7 100 5
1568 300 2000 40 2 "Pairwise" 0.7 10 1
1569 300 2000 40 2 "Pairwise" 0.7 10 2
1570 300 2000 40 2 "Pairwise" 0.7 10 5
1571 300 2000 40 2 "Pairwise" 0.9 100 2
1572 300 2000 40 2 "Pairwise" 0.9 100 5
1573 300 2000 40 2 "Pairwise" 0.9 10 1
1574 300 2000 40 2 "Pairwise" 0.9 10 2
1575 300 2000 40 2 "Pairwise" 0.9 10 5
1576 300 2000 40 2 "Toeplitz" 0.7 100 2
1577 300 2000 40 4 "Independence" 0 0 0
1578 300 2000 40 4 "Pairwise" 0.5 100 2
1579 300 2000 40 4 "Pairwise" 0.5 100 5
1580 300 2000 40 4 "Pairwise" 0.5 10 1
1581 300 2000 40 4 "Pairwise" 0.5 10 2
1582 300 2000 40 4 "Pairwise" 0.5 10 5
1583 300 2000 40 4 "Pairwise" 0.7 100 2
1584 300 2000 40 4 "Pairwise" 0.7 100 5
1585 300 2000 40 4 "Pairwise" 0.7 10 1
1586 300 2000 40 4 "Pairwise" 0.7 10 2
1587 300 2000 40 4 "Pairwise" 0.7 10 5
1588 300 2000 40 4 "Pairwise" 0.9 100 2
1589 300 2000 40 4 "Pairwise" 0.9 100 5
1590 300 2000 40 4 "Pairwise" 0.9 10 1
1591 300 2000 40 4 "Pairwise" 0.9 10 2
1592 300 2000 40 4 "Pairwise" 0.9 10 5
1593 300 2000 40 4 "Toeplitz" 0.7 100 2
1594 300 4000 10 0.5 "Independence" 0 0 0
1595 300 4000 10 1 "Independence" 0 0 0
1596 300 4000 10 1 "Pairwise" 0.5 100 1
1597 300 4000 10 1 "Pairwise" 0.5 100 2
1598 300 4000 10 1 "Pairwise" 0.5 100 5
1599 300 4000 10 1 "Pairwise" 0.5 10 1
1600 300 4000 10 1 "Pairwise" 0.5 10 2
1601 300 4000 10 1 "Pairwise" 0.5 10 5
1602 300 4000 10 1 "Pairwise" 0.7 100 1
1603 300 4000 10 1 "Pairwise" 0.7 100 2
1604 300 4000 10 1 "Pairwise" 0.7 100 5
1605 300 4000 10 1 "Pairwise" 0.7 10 1
1606 300 4000 10 1 "Pairwise" 0.7 10 2
1607 300 4000 10 1 "Pairwise" 0.7 10 5
1608 300 4000 10 1 "Pairwise" 0.9 100 1
1609 300 4000 10 1 "Pairwise" 0.9 100 2
1610 300 4000 10 1 "Pairwise" 0.9 100 5
1611 300 4000 10 1 "Pairwise" 0.9 10 1
1612 300 4000 10 1 "Pairwise" 0.9 10 2
1613 300 4000 10 1 "Pairwise" 0.9 10 5
1614 300 4000 10 1 "Toeplitz" 0.7 100 2
1615 300 4000 10 2 "Independence" 0 0 0
1616 300 4000 10 2 "Pairwise" 0.5 100 1
1617 300 4000 10 2 "Pairwise" 0.5 100 2
1618 300 4000 10 2 "Pairwise" 0.5 100 5
1619 300 4000 10 2 "Pairwise" 0.5 10 1
1620 300 4000 10 2 "Pairwise" 0.5 10 2
1621 300 4000 10 2 "Pairwise" 0.5 10 5
1622 300 4000 10 2 "Pairwise" 0.7 100 1
1623 300 4000 10 2 "Pairwise" 0.7 100 2
1624 300 4000 10 2 "Pairwise" 0.7 100 5
1625 300 4000 10 2 "Pairwise" 0.7 10 1
1626 300 4000 10 2 "Pairwise" 0.7 10 2
1627 300 4000 10 2 "Pairwise" 0.7 10 5
1628 300 4000 10 2 "Pairwise" 0.9 100 1
1629 300 4000 10 2 "Pairwise" 0.9 100 2
1630 300 4000 10 2 "Pairwise" 0.9 100 5
1631 300 4000 10 2 "Pairwise" 0.9 10 1
1632 300 4000 10 2 "Pairwise" 0.9 10 2
1633 300 4000 10 2 "Pairwise" 0.9 10 5
1634 300 4000 10 2 "Toeplitz" 0.7 100 2
1635 300 4000 10 4 "Independence" 0 0 0
1636 300 4000 10 4 "Pairwise" 0.5 100 1
1637 300 4000 10 4 "Pairwise" 0.5 100 2
1638 300 4000 10 4 "Pairwise" 0.5 100 5
1639 300 4000 10 4 "Pairwise" 0.5 10 1
1640 300 4000 10 4 "Pairwise" 0.5 10 2
1641 300 4000 10 4 "Pairwise" 0.5 10 5
1642 300 4000 10 4 "Pairwise" 0.7 100 1
1643 300 4000 10 4 "Pairwise" 0.7 100 2
1644 300 4000 10 4 "Pairwise" 0.7 100 5
1645 300 4000 10 4 "Pairwise" 0.7 10 1
1646 300 4000 10 4 "Pairwise" 0.7 10 2
1647 300 4000 10 4 "Pairwise" 0.7 10 5
1648 300 4000 10 4 "Pairwise" 0.9 100 1
1649 300 4000 10 4 "Pairwise" 0.9 100 2
1650 300 4000 10 4 "Pairwise" 0.9 100 5
1651 300 4000 10 4 "Pairwise" 0.9 10 1
1652 300 4000 10 4 "Pairwise" 0.9 10 2
1653 300 4000 10 4 "Pairwise" 0.9 10 5
1654 300 4000 10 4 "Toeplitz" 0.7 100 2
1655 300 4000 20 0.5 "Independence" 0 0 0
1656 300 4000 20 1 "Independence" 0 0 0
1657 300 4000 20 1 "Pairwise" 0.5 100 1
1658 300 4000 20 1 "Pairwise" 0.5 100 2
1659 300 4000 20 1 "Pairwise" 0.5 100 5
1660 300 4000 20 1 "Pairwise" 0.5 10 1
1661 300 4000 20 1 "Pairwise" 0.5 10 2
1662 300 4000 20 1 "Pairwise" 0.5 10 5
1663 300 4000 20 1 "Pairwise" 0.7 100 1
1664 300 4000 20 1 "Pairwise" 0.7 100 2
1665 300 4000 20 1 "Pairwise" 0.7 100 5
1666 300 4000 20 1 "Pairwise" 0.7 10 1
1667 300 4000 20 1 "Pairwise" 0.7 10 2
1668 300 4000 20 1 "Pairwise" 0.7 10 5
1669 300 4000 20 1 "Pairwise" 0.9 100 1
1670 300 4000 20 1 "Pairwise" 0.9 100 2
1671 300 4000 20 1 "Pairwise" 0.9 100 5
1672 300 4000 20 1 "Pairwise" 0.9 10 1
1673 300 4000 20 1 "Pairwise" 0.9 10 2
1674 300 4000 20 1 "Pairwise" 0.9 10 5
1675 300 4000 20 1 "Toeplitz" 0.7 100 2
1676 300 4000 20 2 "Independence" 0 0 0
1677 300 4000 20 2 "Pairwise" 0.5 100 1
1678 300 4000 20 2 "Pairwise" 0.5 100 2
1679 300 4000 20 2 "Pairwise" 0.5 100 5
1680 300 4000 20 2 "Pairwise" 0.5 10 1
1681 300 4000 20 2 "Pairwise" 0.5 10 2
1682 300 4000 20 2 "Pairwise" 0.5 10 5
1683 300 4000 20 2 "Pairwise" 0.7 100 1
1684 300 4000 20 2 "Pairwise" 0.7 100 2
1685 300 4000 20 2 "Pairwise" 0.7 100 5
1686 300 4000 20 2 "Pairwise" 0.7 10 1
1687 300 4000 20 2 "Pairwise" 0.7 10 2
1688 300 4000 20 2 "Pairwise" 0.7 10 5
1689 300 4000 20 2 "Pairwise" 0.9 100 1
1690 300 4000 20 2 "Pairwise" 0.9 100 2
1691 300 4000 20 2 "Pairwise" 0.9 100 5
1692 300 4000 20 2 "Pairwise" 0.9 10 1
1693 300 4000 20 2 "Pairwise" 0.9 10 2
1694 300 4000 20 2 "Pairwise" 0.9 10 5
1695 300 4000 20 2 "Toeplitz" 0.7 100 2
1696 300 4000 20 4 "Independence" 0 0 0
1697 300 4000 20 4 "Pairwise" 0.5 100 1
1698 300 4000 20 4 "Pairwise" 0.5 100 2
1699 300 4000 20 4 "Pairwise" 0.5 100 5
1700 300 4000 20 4 "Pairwise" 0.5 10 1
1701 300 4000 20 4 "Pairwise" 0.5 10 2
1702 300 4000 20 4 "Pairwise" 0.5 10 5
1703 300 4000 20 4 "Pairwise" 0.7 100 1
1704 300 4000 20 4 "Pairwise" 0.7 100 2
1705 300 4000 20 4 "Pairwise" 0.7 100 5
1706 300 4000 20 4 "Pairwise" 0.7 10 1
1707 300 4000 20 4 "Pairwise" 0.7 10 2
1708 300 4000 20 4 "Pairwise" 0.7 10 5
1709 300 4000 20 4 "Pairwise" 0.9 100 1
1710 300 4000 20 4 "Pairwise" 0.9 100 2
1711 300 4000 20 4 "Pairwise" 0.9 100 5
1712 300 4000 20 4 "Pairwise" 0.9 10 1
1713 300 4000 20 4 "Pairwise" 0.9 10 2
1714 300 4000 20 4 "Pairwise" 0.9 10 5
1715 300 4000 20 4 "Toeplitz" 0.7 100 2
1716 300 4000 40 0.5 "Independence" 0 0 0
1717 300 4000 40 1 "Independence" 0 0 0
1718 300 4000 40 1 "Pairwise" 0.5 100 1
1719 300 4000 40 1 "Pairwise" 0.5 100 2
1720 300 4000 40 1 "Pairwise" 0.5 100 5
1721 300 4000 40 1 "Pairwise" 0.5 10 1
1722 300 4000 40 1 "Pairwise" 0.5 10 2
1723 300 4000 40 1 "Pairwise" 0.5 10 5
1724 300 4000 40 1 "Pairwise" 0.7 100 1
1725 300 4000 40 1 "Pairwise" 0.7 100 2
1726 300 4000 40 1 "Pairwise" 0.7 100 5
1727 300 4000 40 1 "Pairwise" 0.7 10 1
1728 300 4000 40 1 "Pairwise" 0.7 10 2
1729 300 4000 40 1 "Pairwise" 0.7 10 5
1730 300 4000 40 1 "Pairwise" 0.9 100 1
1731 300 4000 40 1 "Pairwise" 0.9 100 2
1732 300 4000 40 1 "Pairwise" 0.9 100 5
1733 300 4000 40 1 "Pairwise" 0.9 10 1
1734 300 4000 40 1 "Pairwise" 0.9 10 2
1735 300 4000 40 1 "Pairwise" 0.9 10 5
1736 300 4000 40 1 "Toeplitz" 0.7 100 2
1737 300 4000 40 2 "Independence" 0 0 0
1738 300 4000 40 2 "Pairwise" 0.5 100 1
1739 300 4000 40 2 "Pairwise" 0.5 100 2
1740 300 4000 40 2 "Pairwise" 0.5 100 5
1741 300 4000 40 2 "Pairwise" 0.5 10 1
1742 300 4000 40 2 "Pairwise" 0.5 10 2
1743 300 4000 40 2 "Pairwise" 0.5 10 5
1744 300 4000 40 2 "Pairwise" 0.7 100 1
1745 300 4000 40 2 "Pairwise" 0.7 100 2
1746 300 4000 40 2 "Pairwise" 0.7 100 5
1747 300 4000 40 2 "Pairwise" 0.7 10 1
1748 300 4000 40 2 "Pairwise" 0.7 10 2
1749 300 4000 40 2 "Pairwise" 0.7 10 5
1750 300 4000 40 2 "Pairwise" 0.9 100 1
1751 300 4000 40 2 "Pairwise" 0.9 100 2
1752 300 4000 40 2 "Pairwise" 0.9 100 5
1753 300 4000 40 2 "Pairwise" 0.9 10 1
1754 300 4000 40 2 "Pairwise" 0.9 10 2
1755 300 4000 40 2 "Pairwise" 0.9 10 5
1756 300 4000 40 2 "Toeplitz" 0.7 100 2
1757 300 4000 40 4 "Independence" 0 0 0
1758 300 4000 40 4 "Pairwise" 0.5 100 1
1759 300 4000 40 4 "Pairwise" 0.5 100 2
1760 300 4000 40 4 "Pairwise" 0.5 100 5
1761 300 4000 40 4 "Pairwise" 0.5 10 1
1762 300 4000 40 4 "Pairwise" 0.5 10 2
1763 300 4000 40 4 "Pairwise" 0.5 10 5
1764 300 4000 40 4 "Pairwise" 0.7 100 1
1765 300 4000 40 4 "Pairwise" 0.7 100 2
1766 300 4000 40 4 "Pairwise" 0.7 100 5
1767 300 4000 40 4 "Pairwise" 0.7 10 1
1768 300 4000 40 4 "Pairwise" 0.7 10 2
1769 300 4000 40 4 "Pairwise" 0.7 10 5
1770 300 4000 40 4 "Pairwise" 0.9 100 1
1771 300 4000 40 4 "Pairwise" 0.9 100 2
1772 300 4000 40 4 "Pairwise" 0.9 100 5
1773 300 4000 40 4 "Pairwise" 0.9 10 1
1774 300 4000 40 4 "Pairwise" 0.9 10 2
1775 300 4000 40 4 "Pairwise" 0.9 10 5
1776 300 4000 40 4 "Toeplitz" 0.7 100 2
1777 300 500 10 0.5 "Independence" 0 0 0
1778 300 500 10 1 "Independence" 0 0 0
1779 300 500 10 1 "Pairwise" 0.5 100 2
1780 300 500 10 1 "Pairwise" 0.5 100 5
1781 300 500 10 1 "Pairwise" 0.5 10 1
1782 300 500 10 1 "Pairwise" 0.5 10 2
1783 300 500 10 1 "Pairwise" 0.5 10 5
1784 300 500 10 1 "Pairwise" 0.7 100 2
1785 300 500 10 1 "Pairwise" 0.7 100 5
1786 300 500 10 1 "Pairwise" 0.7 10 1
1787 300 500 10 1 "Pairwise" 0.7 10 2
1788 300 500 10 1 "Pairwise" 0.7 10 5
1789 300 500 10 1 "Pairwise" 0.9 100 2
1790 300 500 10 1 "Pairwise" 0.9 100 5
1791 300 500 10 1 "Pairwise" 0.9 10 1
1792 300 500 10 1 "Pairwise" 0.9 10 2
1793 300 500 10 1 "Pairwise" 0.9 10 5
1794 300 500 10 1 "Toeplitz" 0.7 100 2
1795 300 500 10 2 "Independence" 0 0 0
1796 300 500 10 2 "Pairwise" 0.5 100 2
1797 300 500 10 2 "Pairwise" 0.5 100 5
1798 300 500 10 2 "Pairwise" 0.5 10 1
1799 300 500 10 2 "Pairwise" 0.5 10 2
1800 300 500 10 2 "Pairwise" 0.5 10 5
1801 300 500 10 2 "Pairwise" 0.7 100 2
1802 300 500 10 2 "Pairwise" 0.7 100 5
1803 300 500 10 2 "Pairwise" 0.7 10 1
1804 300 500 10 2 "Pairwise" 0.7 10 2
1805 300 500 10 2 "Pairwise" 0.7 10 5
1806 300 500 10 2 "Pairwise" 0.9 100 2
1807 300 500 10 2 "Pairwise" 0.9 100 5
1808 300 500 10 2 "Pairwise" 0.9 10 1
1809 300 500 10 2 "Pairwise" 0.9 10 2
1810 300 500 10 2 "Pairwise" 0.9 10 5
1811 300 500 10 2 "Toeplitz" 0.7 100 2
1812 300 500 10 4 "Independence" 0 0 0
1813 300 500 10 4 "Pairwise" 0.5 100 2
1814 300 500 10 4 "Pairwise" 0.5 100 5
1815 300 500 10 4 "Pairwise" 0.5 10 1
1816 300 500 10 4 "Pairwise" 0.5 10 2
1817 300 500 10 4 "Pairwise" 0.5 10 5
1818 300 500 10 4 "Pairwise" 0.7 100 2
1819 300 500 10 4 "Pairwise" 0.7 100 5
1820 300 500 10 4 "Pairwise" 0.7 10 1
1821 300 500 10 4 "Pairwise" 0.7 10 2
1822 300 500 10 4 "Pairwise" 0.7 10 5
1823 300 500 10 4 "Pairwise" 0.9 100 2
1824 300 500 10 4 "Pairwise" 0.9 100 5
1825 300 500 10 4 "Pairwise" 0.9 10 1
1826 300 500 10 4 "Pairwise" 0.9 10 2
1827 300 500 10 4 "Pairwise" 0.9 10 5
1828 300 500 10 4 "Toeplitz" 0.7 100 2
1829 300 500 20 0.5 "Independence" 0 0 0
1830 300 500 20 1 "Independence" 0 0 0
1831 300 500 20 1 "Pairwise" 0.5 100 5
1832 300 500 20 1 "Pairwise" 0.5 10 1
1833 300 500 20 1 "Pairwise" 0.5 10 2
1834 300 500 20 1 "Pairwise" 0.5 10 5
1835 300 500 20 1 "Pairwise" 0.7 100 5
1836 300 500 20 1 "Pairwise" 0.7 10 1
1837 300 500 20 1 "Pairwise" 0.7 10 2
1838 300 500 20 1 "Pairwise" 0.7 10 5
1839 300 500 20 1 "Pairwise" 0.9 100 5
1840 300 500 20 1 "Pairwise" 0.9 10 1
1841 300 500 20 1 "Pairwise" 0.9 10 2
1842 300 500 20 1 "Pairwise" 0.9 10 5
1843 300 500 20 2 "Independence" 0 0 0
1844 300 500 20 2 "Pairwise" 0.5 100 5
1845 300 500 20 2 "Pairwise" 0.5 10 1
1846 300 500 20 2 "Pairwise" 0.5 10 2
1847 300 500 20 2 "Pairwise" 0.5 10 5
1848 300 500 20 2 "Pairwise" 0.7 100 5
1849 300 500 20 2 "Pairwise" 0.7 10 1
1850 300 500 20 2 "Pairwise" 0.7 10 2
1851 300 500 20 2 "Pairwise" 0.7 10 5
1852 300 500 20 2 "Pairwise" 0.9 100 5
1853 300 500 20 2 "Pairwise" 0.9 10 1
1854 300 500 20 2 "Pairwise" 0.9 10 2
1855 300 500 20 2 "Pairwise" 0.9 10 5
1856 300 500 20 4 "Independence" 0 0 0
1857 300 500 20 4 "Pairwise" 0.5 100 5
1858 300 500 20 4 "Pairwise" 0.5 10 1
1859 300 500 20 4 "Pairwise" 0.5 10 2
1860 300 500 20 4 "Pairwise" 0.5 10 5
1861 300 500 20 4 "Pairwise" 0.7 100 5
1862 300 500 20 4 "Pairwise" 0.7 10 1
1863 300 500 20 4 "Pairwise" 0.7 10 2
1864 300 500 20 4 "Pairwise" 0.7 10 5
1865 300 500 20 4 "Pairwise" 0.9 100 5
1866 300 500 20 4 "Pairwise" 0.9 10 1
1867 300 500 20 4 "Pairwise" 0.9 10 2
1868 300 500 20 4 "Pairwise" 0.9 10 5
1869 300 500 40 0.5 "Independence" 0 0 0
1870 300 500 40 1 "Independence" 0 0 0
1871 300 500 40 1 "Pairwise" 0.5 10 1
1872 300 500 40 1 "Pairwise" 0.5 10 2
1873 300 500 40 1 "Pairwise" 0.5 10 5
1874 300 500 40 1 "Pairwise" 0.7 10 1
1875 300 500 40 1 "Pairwise" 0.7 10 2
1876 300 500 40 1 "Pairwise" 0.7 10 5
1877 300 500 40 1 "Pairwise" 0.9 10 1
1878 300 500 40 1 "Pairwise" 0.9 10 2
1879 300 500 40 1 "Pairwise" 0.9 10 5
1880 300 500 40 2 "Independence" 0 0 0
1881 300 500 40 2 "Pairwise" 0.5 10 1
1882 300 500 40 2 "Pairwise" 0.5 10 2
1883 300 500 40 2 "Pairwise" 0.5 10 5
1884 300 500 40 2 "Pairwise" 0.7 10 1
1885 300 500 40 2 "Pairwise" 0.7 10 2
1886 300 500 40 2 "Pairwise" 0.7 10 5
1887 300 500 40 2 "Pairwise" 0.9 10 1
1888 300 500 40 2 "Pairwise" 0.9 10 2
1889 300 500 40 2 "Pairwise" 0.9 10 5
1890 300 500 40 4 "Independence" 0 0 0
1891 300 500 40 4 "Pairwise" 0.5 10 1
1892 300 500 40 4 "Pairwise" 0.5 10 2
1893 300 500 40 4 "Pairwise" 0.5 10 5
1894 300 500 40 4 "Pairwise" 0.7 10 1
1895 300 500 40 4 "Pairwise" 0.7 10 2
1896 300 500 40 4 "Pairwise" 0.7 10 5
1897 300 500 40 4 "Pairwise" 0.9 10 1
1898 300 500 40 4 "Pairwise" 0.9 10 2
1899 300 500 40 4 "Pairwise" 0.9 10 5
